1	2036.07911	500.95061	0.01601
2	1938.40928	476.82645	0.02299
3	1849.41010	460.55884	0.03420
4	1756.39690	455.16561	0.03414
5	1665.82281	450.43712	0.03725
6	1567.34106	454.29037	0.03676
7	1462.90499	472.66003	0.04000
8	1367.56626	485.58220	0.03844
9	1294.13621	500.78213	0.03925
10	1232.19845	518.63333	0.03875
11	1183.96393	531.05793	0.03694
12	1146.18631	554.64069	0.03800
13	1118.29033	548.51468	0.03825
14	1094.61093	566.49906	0.03925
15	1078.86597	572.47075	0.03844
16	1060.77184	579.61920	0.03856
17	1049.88715	582.05572	0.03931
18	1039.95968	583.90367	0.03825
19	1030.66098	581.90795	0.03975
20	1022.30595	581.64172	0.03856
21	1017.41378	590.57318	0.03644
22	1013.15424	584.90326	0.03825
23	1010.49973	579.65246	0.03669
24	1004.35434	592.72876	0.03850
25	998.44449	580.44221	0.03975
26	995.56351	584.68719	0.03495
27	992.61330	598.06785	0.03682
28	991.13599	591.41818	0.03644
29	987.06088	604.14257	0.03825
30	983.27713	594.86266	0.03613
31	979.80028	602.42127	0.03601
32	978.52366	598.00712	0.03694
33	976.16324	594.39471	0.03713
34	973.50832	589.38648	0.03806
35	973.70649	600.12400	0.03514
36	972.24752	596.91790	0.03750
37	969.09628	602.27920	0.03638
38	967.64702	614.47917	0.03694
39	966.32498	598.25003	0.03545
40	963.01765	615.84046	0.03619
41	962.42711	612.88360	0.03707
42	962.00378	604.83025	0.03757
43	960.40235	611.24918	0.03676
44	959.65176	612.27135	0.03819
45	958.14716	619.59919	0.03732
46	957.06159	620.90327	0.03638
47	955.82556	621.29316	0.03869
48	954.16649	628.01544	0.03669
49	954.38672	622.89779	0.03700
50	953.85548	623.45842	0.03844
51	951.78643	630.46898	0.03744
52	951.51334	637.55420	0.03619
53	950.43307	623.77236	0.03663
54	948.73671	647.81319	0.03725
55	948.16144	640.93521	0.03613
56	948.36585	639.14814	0.03638
57	948.10928	650.80417	0.03651
58	947.49967	656.90087	0.03838
59	945.65697	659.98736	0.03738
60	944.79651	670.29130	0.03619
61	945.34210	657.12627	0.03838
62	944.55869	673.34775	0.03669
63	943.59264	666.53447	0.03632
64	943.21875	688.13334	0.03638
65	942.47957	676.31447	0.03545
66	941.72881	681.30457	0.03732
67	941.59377	685.78552	0.03619
68	941.63745	706.43419	0.03707
69	940.12914	698.47565	0.03806
70	939.41621	718.96883	0.03700
71	939.99083	715.72516	0.03700
72	939.10315	717.78231	0.03676
73	938.35884	728.17754	0.03532
74	937.58749	728.11617	0.03707
75	938.00828	747.78575	0.03781
76	937.31636	743.01500	0.03601
77	937.16253	747.81941	0.03619
78	936.83312	761.54567	0.03638
79	936.52428	771.26308	0.03464
80	936.05973	785.05767	0.03694
81	935.82484	786.41190	0.03744
82	934.60140	797.56708	0.03694
83	934.71138	807.84513	0.03856
84	934.05465	809.29577	0.03838
85	933.78089	824.52580	0.03582
86	933.86026	853.77707	0.03682
87	933.64204	861.94090	0.03775
88	932.96692	864.37516	0.03738
89	932.91572	883.41343	0.03663
90	932.53716	896.13832	0.03588
91	932.00501	924.52383	0.03526
92	931.59006	936.60482	0.03619
93	932.01417	965.20526	0.03576
94	931.92788	979.02965	0.03626
95	931.22447	991.47145	0.03775
96	930.69808	1012.64664	0.03495
97	931.00248	1028.26906	0.03538
98	930.80486	1042.29824	0.03545
99	930.69146	1046.63830	0.03700
100	930.69680	1053.28282	0.03632
